Customer ID,Campaign,Ad Group,Keyword,Match Type,Status
393-087-6448,Search_Toiture_Sud-Ardeche,Demoussage-Hydrofuge,peinture toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Demoussage-Hydrofuge,traitement anti mousse toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Demoussage-Hydrofuge,traitement hydrofuge toit,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Demoussage-Hydrofuge,traitement toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Demoussage-Hydrofuge,traitement tuiles,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,refaire toiture,Exact,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,refection toiture,Exact,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture,Exact,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,changer toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,couvreur renovation,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,devis renovation toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,prix renovation toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,refaire sa toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,refection toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture ales,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture aubenas,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture bagnols sur ceze,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture le teil,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture montelimar,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renovation toiture privas,Phrase,Enabled
393-087-6448,Search_Toiture_Sud-Ardeche,Renovation-Toiture,renover toiture,Phrase,Enabled
